"category","cp_origin","month","exp_in","exp_out","exp_total","exp_in_per","exp_out_per"
"es_otherservices","28041",mar 2013,7042.04,22227.18,29269.22,24.06,75.94
"es_otherservices","28041",mar 2013,7042.04,22227.18,29269.22,24.06,75.94
"es_otherservices","28041",mar 2013,7042.04,22227.18,29269.22,24.06,75.94
"es_otherservices","28041",abr 2013,10647.66,23140.73,33788.39,31.51,68.49
"es_otherservices","28041",abr 2013,10647.66,23140.73,33788.39,31.51,68.49
"es_otherservices","28041",abr 2013,10647.66,23140.73,33788.39,31.51,68.49
"es_otherservices","28041",abr 2013,10647.66,23140.73,33788.39,31.51,68.49
"es_otherservices","28041",abr 2013,10647.66,23140.73,33788.39,31.51,68.49
"es_otherservices","28041",abr 2013,10647.66,23140.73,33788.39,31.51,68.49
"es_otherservices","28041",abr 2013,10647.66,23140.73,33788.39,31.51,68.49
"es_otherservices","28041",abr 2013,10647.66,23140.73,33788.39,31.51,68.49
"es_otherservices","28042",nov 2012,12420.03,20620.58,33040.61,37.59,62.41
"es_otherservices","28042",nov 2012,12420.03,20620.58,33040.61,37.59,62.41
"es_otherservices","28042",nov 2012,12420.03,20620.58,33040.61,37.59,62.41
"es_otherservices","28042",nov 2012,12420.03,20620.58,33040.61,37.59,62.41
"es_otherservices","28042",nov 2012,12420.03,20620.58,33040.61,37.59,62.41
"es_otherservices","28042",nov 2012,12420.03,20620.58,33040.61,37.59,62.41
"es_otherservices","28042",nov 2012,12420.03,20620.58,33040.61,37.59,62.41
"es_otherservices","28042",nov 2012,12420.03,20620.58,33040.61,37.59,62.41
"es_otherservices","28042",dic 2012,15961.4,19658.49,35619.89,44.81,55.19
"es_otherservices","28042",dic 2012,15961.4,19658.49,35619.89,44.81,55.19
"es_otherservices","28042",dic 2012,15961.4,19658.49,35619.89,44.81,55.19
"es_otherservices","28042",dic 2012,15961.4,19658.49,35619.89,44.81,55.19
"es_otherservices","28042",dic 2012,15961.4,19658.49,35619.89,44.81,55.19
"es_otherservices","28042",dic 2012,15961.4,19658.49,35619.89,44.81,55.19
"es_otherservices","28042",dic 2012,15961.4,19658.49,35619.89,44.81,55.19
"es_otherservices","28042",dic 2012,15961.4,19658.49,35619.89,44.81,55.19
"es_otherservices","28042",ene 2013,11424.52,25274.62,36699.14,31.13,68.87
"es_otherservices","28042",ene 2013,11424.52,25274.62,36699.14,31.13,68.87
"es_otherservices","28042",ene 2013,11424.52,25274.62,36699.14,31.13,68.87
"es_otherservices","28042",ene 2013,11424.52,25274.62,36699.14,31.13,68.87
"es_otherservices","28042",ene 2013,11424.52,25274.62,36699.14,31.13,68.87
"es_otherservices","28042",ene 2013,11424.52,25274.62,36699.14,31.13,68.87
"es_otherservices","28042",ene 2013,11424.52,25274.62,36699.14,31.13,68.87
"es_otherservices","28042",ene 2013,11424.52,25274.62,36699.14,31.13,68.87
"es_otherservices","28042",feb 2013,11457.11,20442.28,31899.39,35.92,64.08
"es_otherservices","28042",feb 2013,11457.11,20442.28,31899.39,35.92,64.08
"es_otherservices","28042",feb 2013,11457.11,20442.28,31899.39,35.92,64.08
"es_otherservices","28042",feb 2013,11457.11,20442.28,31899.39,35.92,64.08
"es_otherservices","28042",feb 2013,11457.11,20442.28,31899.39,35.92,64.08
"es_otherservices","28042",feb 2013,11457.11,20442.28,31899.39,35.92,64.08
"es_otherservices","28042",feb 2013,11457.11,20442.28,31899.39,35.92,64.08
"es_otherservices","28042",feb 2013,11457.11,20442.28,31899.39,35.92,64.08
"es_otherservices","28042",mar 2013,11565.32,17415.09,28980.41,39.91,60.09
"es_otherservices","28042",mar 2013,11565.32,17415.09,28980.41,39.91,60.09
"es_otherservices","28042",mar 2013,11565.32,17415.09,28980.41,39.91,60.09
"es_otherservices","28042",mar 2013,11565.32,17415.09,28980.41,39.91,60.09
"es_otherservices","28042",mar 2013,11565.32,17415.09,28980.41,39.91,60.09
"es_otherservices","28042",mar 2013,11565.32,17415.09,28980.41,39.91,60.09
"es_otherservices","28042",mar 2013,11565.32,17415.09,28980.41,39.91,60.09
"es_otherservices","28042",mar 2013,11565.32,17415.09,28980.41,39.91,60.09
"es_otherservices","28042",abr 2013,14610.42,17536.61,32147.03,45.45,54.55
"es_otherservices","28042",abr 2013,14610.42,17536.61,32147.03,45.45,54.55
"es_otherservices","28042",abr 2013,14610.42,17536.61,32147.03,45.45,54.55
"es_otherservices","28042",abr 2013,14610.42,17536.61,32147.03,45.45,54.55
"es_otherservices","28042",abr 2013,14610.42,17536.61,32147.03,45.45,54.55
"es_otherservices","28042",abr 2013,14610.42,17536.61,32147.03,45.45,54.55
"es_otherservices","28042",abr 2013,14610.42,17536.61,32147.03,45.45,54.55
"es_otherservices","28042",abr 2013,14610.42,17536.61,32147.03,45.45,54.55
"es_otherservices","28043",nov 2012,20966.64,46104.53,67071.17,31.26,68.74
"es_otherservices","28043",nov 2012,20966.64,46104.53,67071.17,31.26,68.74
"es_otherservices","28043",nov 2012,20966.64,46104.53,67071.17,31.26,68.74
"es_otherservices","28043",nov 2012,20966.64,46104.53,67071.17,31.26,68.74
"es_otherservices","28043",nov 2012,20966.64,46104.53,67071.17,31.26,68.74
"es_otherservices","28043",nov 2012,20966.64,46104.53,67071.17,31.26,68.74
"es_otherservices","28043",nov 2012,20966.64,46104.53,67071.17,31.26,68.74
"es_otherservices","28043",nov 2012,20966.64,46104.53,67071.17,31.26,68.74
"es_otherservices","28043",dic 2012,18343.53,61778.43,80121.96,22.89,77.11
"es_otherservices","28043",dic 2012,18343.53,61778.43,80121.96,22.89,77.11
"es_otherservices","28043",dic 2012,18343.53,61778.43,80121.96,22.89,77.11
"es_otherservices","28043",dic 2012,18343.53,61778.43,80121.96,22.89,77.11
"es_otherservices","28043",dic 2012,18343.53,61778.43,80121.96,22.89,77.11
"es_otherservices","28043",dic 2012,18343.53,61778.43,80121.96,22.89,77.11
"es_otherservices","28043",dic 2012,18343.53,61778.43,80121.96,22.89,77.11
"es_otherservices","28043",dic 2012,18343.53,61778.43,80121.96,22.89,77.11
"es_otherservices","28043",ene 2013,14587.88,48594.73,63182.61,23.09,76.91
"es_otherservices","28043",ene 2013,14587.88,48594.73,63182.61,23.09,76.91
"es_otherservices","28043",ene 2013,14587.88,48594.73,63182.61,23.09,76.91
"es_otherservices","28043",ene 2013,14587.88,48594.73,63182.61,23.09,76.91
"es_otherservices","28043",ene 2013,14587.88,48594.73,63182.61,23.09,76.91
"es_otherservices","28043",ene 2013,14587.88,48594.73,63182.61,23.09,76.91
"es_otherservices","28043",ene 2013,14587.88,48594.73,63182.61,23.09,76.91
"es_otherservices","28043",ene 2013,14587.88,48594.73,63182.61,23.09,76.91
"es_otherservices","28043",feb 2013,19117.35,47570.25,66687.6,28.67,71.33
"es_otherservices","28043",feb 2013,19117.35,47570.25,66687.6,28.67,71.33
"es_otherservices","28043",feb 2013,19117.35,47570.25,66687.6,28.67,71.33
"es_otherservices","28043",feb 2013,19117.35,47570.25,66687.6,28.67,71.33
"es_otherservices","28043",feb 2013,19117.35,47570.25,66687.6,28.67,71.33
"es_otherservices","28043",feb 2013,19117.35,47570.25,66687.6,28.67,71.33
"es_otherservices","28043",feb 2013,19117.35,47570.25,66687.6,28.67,71.33
"es_otherservices","28043",feb 2013,19117.35,47570.25,66687.6,28.67,71.33
"es_otherservices","28043",mar 2013,15031.27,45608.51,60639.78,24.79,75.21
"es_otherservices","28043",mar 2013,15031.27,45608.51,60639.78,24.79,75.21
"es_otherservices","28043",mar 2013,15031.27,45608.51,60639.78,24.79,75.21
"es_otherservices","28043",mar 2013,15031.27,45608.51,60639.78,24.79,75.21
"es_otherservices","28043",mar 2013,15031.27,45608.51,60639.78,24.79,75.21
"es_otherservices","28043",mar 2013,15031.27,45608.51,60639.78,24.79,75.21
"es_otherservices","28043",mar 2013,15031.27,45608.51,60639.78,24.79,75.21
"es_otherservices","28043",mar 2013,15031.27,45608.51,60639.78,24.79,75.21
"es_otherservices","28043",abr 2013,19437.09,51126.13,70563.22,27.55,72.45
"es_otherservices","28043",abr 2013,19437.09,51126.13,70563.22,27.55,72.45
"es_otherservices","28043",abr 2013,19437.09,51126.13,70563.22,27.55,72.45
"es_otherservices","28043",abr 2013,19437.09,51126.13,70563.22,27.55,72.45
"es_otherservices","28043",abr 2013,19437.09,51126.13,70563.22,27.55,72.45
"es_otherservices","28043",abr 2013,19437.09,51126.13,70563.22,27.55,72.45
"es_otherservices","28043",abr 2013,19437.09,51126.13,70563.22,27.55,72.45
"es_otherservices","28043",abr 2013,19437.09,51126.13,70563.22,27.55,72.45
"es_otherservices","28044",nov 2012,3922.63,16692.91,20615.54,19.03,80.97
"es_otherservices","28044",nov 2012,3922.63,16692.91,20615.54,19.03,80.97
"es_otherservices","28044",nov 2012,3922.63,16692.91,20615.54,19.03,80.97
"es_otherservices","28044",nov 2012,3922.63,16692.91,20615.54,19.03,80.97
"es_otherservices","28044",nov 2012,3922.63,16692.91,20615.54,19.03,80.97
"es_otherservices","28044",nov 2012,3922.63,16692.91,20615.54,19.03,80.97
"es_otherservices","28044",nov 2012,3922.63,16692.91,20615.54,19.03,80.97
"es_otherservices","28044",nov 2012,3922.63,16692.91,20615.54,19.03,80.97
"es_otherservices","28044",dic 2012,3581.81,18603.29,22185.1,16.15,83.85
"es_otherservices","28044",dic 2012,3581.81,18603.29,22185.1,16.15,83.85
"es_otherservices","28044",dic 2012,3581.81,18603.29,22185.1,16.15,83.85
"es_otherservices","28044",dic 2012,3581.81,18603.29,22185.1,16.15,83.85
"es_otherservices","28044",dic 2012,3581.81,18603.29,22185.1,16.15,83.85
"es_otherservices","28044",dic 2012,3581.81,18603.29,22185.1,16.15,83.85
"es_otherservices","28044",dic 2012,3581.81,18603.29,22185.1,16.15,83.85
"es_otherservices","28044",dic 2012,3581.81,18603.29,22185.1,16.15,83.85
"es_otherservices","28044",ene 2013,5180.67,18345.99,23526.66,22.02,77.98
"es_otherservices","28044",ene 2013,5180.67,18345.99,23526.66,22.02,77.98
"es_otherservices","28044",ene 2013,5180.67,18345.99,23526.66,22.02,77.98
"es_otherservices","28044",ene 2013,5180.67,18345.99,23526.66,22.02,77.98
"es_otherservices","28044",ene 2013,5180.67,18345.99,23526.66,22.02,77.98
"es_otherservices","28044",ene 2013,5180.67,18345.99,23526.66,22.02,77.98
"es_otherservices","28044",ene 2013,5180.67,18345.99,23526.66,22.02,77.98
"es_otherservices","28044",ene 2013,5180.67,18345.99,23526.66,22.02,77.98
"es_otherservices","28044",feb 2013,4779.39,11950.54,16729.93,28.57,71.43
"es_otherservices","28044",feb 2013,4779.39,11950.54,16729.93,28.57,71.43
"es_otherservices","28044",feb 2013,4779.39,11950.54,16729.93,28.57,71.43
"es_otherservices","28044",feb 2013,4779.39,11950.54,16729.93,28.57,71.43
"es_otherservices","28044",feb 2013,4779.39,11950.54,16729.93,28.57,71.43
"es_otherservices","28044",feb 2013,4779.39,11950.54,16729.93,28.57,71.43
"es_otherservices","28044",feb 2013,4779.39,11950.54,16729.93,28.57,71.43
"es_otherservices","28044",feb 2013,4779.39,11950.54,16729.93,28.57,71.43
"es_otherservices","28044",mar 2013,3466.99,15288.5,18755.49,18.49,81.51
"es_otherservices","28044",mar 2013,3466.99,15288.5,18755.49,18.49,81.51
"es_otherservices","28044",mar 2013,3466.99,15288.5,18755.49,18.49,81.51
"es_otherservices","28044",mar 2013,3466.99,15288.5,18755.49,18.49,81.51
"es_otherservices","28044",mar 2013,3466.99,15288.5,18755.49,18.49,81.51
"es_otherservices","28044",mar 2013,3466.99,15288.5,18755.49,18.49,81.51
"es_otherservices","28044",mar 2013,3466.99,15288.5,18755.49,18.49,81.51
"es_otherservices","28044",mar 2013,3466.99,15288.5,18755.49,18.49,81.51
"es_otherservices","28044",abr 2013,4534.68,17545.37,22080.05,20.54,79.46
"es_otherservices","28044",abr 2013,4534.68,17545.37,22080.05,20.54,79.46
"es_otherservices","28044",abr 2013,4534.68,17545.37,22080.05,20.54,79.46
"es_otherservices","28044",abr 2013,4534.68,17545.37,22080.05,20.54,79.46
"es_otherservices","28044",abr 2013,4534.68,17545.37,22080.05,20.54,79.46
"es_otherservices","28044",abr 2013,4534.68,17545.37,22080.05,20.54,79.46
"es_otherservices","28044",abr 2013,4534.68,17545.37,22080.05,20.54,79.46
"es_otherservices","28044",abr 2013,4534.68,17545.37,22080.05,20.54,79.46
"es_otherservices","28045",nov 2012,18812.33,35617.71,54430.04,34.56,65.44
"es_otherservices","28045",nov 2012,18812.33,35617.71,54430.04,34.56,65.44
"es_otherservices","28045",nov 2012,18812.33,35617.71,54430.04,34.56,65.44
"es_otherservices","28045",nov 2012,18812.33,35617.71,54430.04,34.56,65.44
"es_otherservices","28045",nov 2012,18812.33,35617.71,54430.04,34.56,65.44
"es_otherservices","28045",nov 2012,18812.33,35617.71,54430.04,34.56,65.44
"es_otherservices","28045",nov 2012,18812.33,35617.71,54430.04,34.56,65.44
"es_otherservices","28045",nov 2012,18812.33,35617.71,54430.04,34.56,65.44
"es_otherservices","28045",dic 2012,16464.69,47167.29,63631.98,25.87,74.13
"es_otherservices","28045",dic 2012,16464.69,47167.29,63631.98,25.87,74.13
"es_otherservices","28045",dic 2012,16464.69,47167.29,63631.98,25.87,74.13
"es_otherservices","28045",dic 2012,16464.69,47167.29,63631.98,25.87,74.13
"es_otherservices","28045",dic 2012,16464.69,47167.29,63631.98,25.87,74.13
"es_otherservices","28045",dic 2012,16464.69,47167.29,63631.98,25.87,74.13
"es_otherservices","28045",dic 2012,16464.69,47167.29,63631.98,25.87,74.13
"es_otherservices","28045",dic 2012,16464.69,47167.29,63631.98,25.87,74.13
"es_otherservices","28045",ene 2013,15605.45,40579.17,56184.62,27.78,72.22
"es_otherservices","28045",ene 2013,15605.45,40579.17,56184.62,27.78,72.22
"es_otherservices","28045",ene 2013,15605.45,40579.17,56184.62,27.78,72.22
"es_otherservices","28045",ene 2013,15605.45,40579.17,56184.62,27.78,72.22
"es_otherservices","28045",ene 2013,15605.45,40579.17,56184.62,27.78,72.22
"es_otherservices","28045",ene 2013,15605.45,40579.17,56184.62,27.78,72.22
"es_otherservices","28045",ene 2013,15605.45,40579.17,56184.62,27.78,72.22
"es_otherservices","28045",ene 2013,15605.45,40579.17,56184.62,27.78,72.22
"es_otherservices","28045",feb 2013,16254.92,35572.54,51827.46,31.36,68.64
"es_otherservices","28045",feb 2013,16254.92,35572.54,51827.46,31.36,68.64
"es_otherservices","28045",feb 2013,16254.92,35572.54,51827.46,31.36,68.64
"es_otherservices","28045",feb 2013,16254.92,35572.54,51827.46,31.36,68.64
"es_otherservices","28045",feb 2013,16254.92,35572.54,51827.46,31.36,68.64
"es_otherservices","28045",feb 2013,16254.92,35572.54,51827.46,31.36,68.64
"es_otherservices","28045",feb 2013,16254.92,35572.54,51827.46,31.36,68.64
"es_otherservices","28045",feb 2013,16254.92,35572.54,51827.46,31.36,68.64
"es_otherservices","28045",mar 2013,15370.52,34665.94,50036.46,30.72,69.28
"es_otherservices","28045",mar 2013,15370.52,34665.94,50036.46,30.72,69.28
"es_otherservices","28045",mar 2013,15370.52,34665.94,50036.46,30.72,69.28
"es_otherservices","28045",mar 2013,15370.52,34665.94,50036.46,30.72,69.28
"es_otherservices","28045",mar 2013,15370.52,34665.94,50036.46,30.72,69.28
"es_otherservices","28045",mar 2013,15370.52,34665.94,50036.46,30.72,69.28
"es_otherservices","28045",mar 2013,15370.52,34665.94,50036.46,30.72,69.28
"es_otherservices","28045",mar 2013,15370.52,34665.94,50036.46,30.72,69.28
"es_otherservices","28045",abr 2013,17235.21,38350.68,55585.89,31.01,68.99
"es_otherservices","28045",abr 2013,17235.21,38350.68,55585.89,31.01,68.99
"es_otherservices","28045",abr 2013,17235.21,38350.68,55585.89,31.01,68.99
"es_otherservices","28045",abr 2013,17235.21,38350.68,55585.89,31.01,68.99
"es_otherservices","28045",abr 2013,17235.21,38350.68,55585.89,31.01,68.99
"es_otherservices","28045",abr 2013,17235.21,38350.68,55585.89,31.01,68.99
"es_otherservices","28045",abr 2013,17235.21,38350.68,55585.89,31.01,68.99
"es_otherservices","28045",abr 2013,17235.21,38350.68,55585.89,31.01,68.99
"es_otherservices","28046",nov 2012,1371.09,8428.92,9800.01,13.99,86.01
"es_otherservices","28046",nov 2012,1371.09,8428.92,9800.01,13.99,86.01
"es_otherservices","28046",nov 2012,1371.09,8428.92,9800.01,13.99,86.01
"es_otherservices","28046",nov 2012,1371.09,8428.92,9800.01,13.99,86.01
"es_otherservices","28046",nov 2012,1371.09,8428.92,9800.01,13.99,86.01
"es_otherservices","28046",nov 2012,1371.09,8428.92,9800.01,13.99,86.01
"es_otherservices","28046",nov 2012,1371.09,8428.92,9800.01,13.99,86.01
"es_otherservices","28046",nov 2012,1371.09,8428.92,9800.01,13.99,86.01
"es_otherservices","28046",dic 2012,1100.14,8771.93,9872.07,11.14,88.86
"es_otherservices","28046",dic 2012,1100.14,8771.93,9872.07,11.14,88.86
"es_otherservices","28046",dic 2012,1100.14,8771.93,9872.07,11.14,88.86
"es_otherservices","28046",dic 2012,1100.14,8771.93,9872.07,11.14,88.86
"es_otherservices","28046",dic 2012,1100.14,8771.93,9872.07,11.14,88.86
"es_otherservices","28046",dic 2012,1100.14,8771.93,9872.07,11.14,88.86
"es_otherservices","28046",dic 2012,1100.14,8771.93,9872.07,11.14,88.86
"es_otherservices","28046",dic 2012,1100.14,8771.93,9872.07,11.14,88.86
"es_otherservices","28046",ene 2013,1444.09,10606.86,12050.95,11.98,88.02
"es_otherservices","28046",ene 2013,1444.09,10606.86,12050.95,11.98,88.02
"es_otherservices","28046",ene 2013,1444.09,10606.86,12050.95,11.98,88.02
"es_otherservices","28046",ene 2013,1444.09,10606.86,12050.95,11.98,88.02
"es_otherservices","28046",ene 2013,1444.09,10606.86,12050.95,11.98,88.02
"es_otherservices","28046",ene 2013,1444.09,10606.86,12050.95,11.98,88.02
"es_otherservices","28046",ene 2013,1444.09,10606.86,12050.95,11.98,88.02
"es_otherservices","28046",ene 2013,1444.09,10606.86,12050.95,11.98,88.02
"es_otherservices","28046",feb 2013,1483.36,7703.35,9186.71,16.15,83.85
"es_otherservices","28046",feb 2013,1483.36,7703.35,9186.71,16.15,83.85
"es_otherservices","28046",feb 2013,1483.36,7703.35,9186.71,16.15,83.85
"es_otherservices","28046",feb 2013,1483.36,7703.35,9186.71,16.15,83.85
"es_otherservices","28046",feb 2013,1483.36,7703.35,9186.71,16.15,83.85
"es_otherservices","28046",feb 2013,1483.36,7703.35,9186.71,16.15,83.85
"es_otherservices","28046",feb 2013,1483.36,7703.35,9186.71,16.15,83.85
"es_otherservices","28046",feb 2013,1483.36,7703.35,9186.71,16.15,83.85
"es_otherservices","28046",mar 2013,2785,6484.28,9269.28,30.05,69.95
"es_otherservices","28046",mar 2013,2785,6484.28,9269.28,30.05,69.95
"es_otherservices","28046",mar 2013,2785,6484.28,9269.28,30.05,69.95
"es_otherservices","28046",mar 2013,2785,6484.28,9269.28,30.05,69.95
"es_otherservices","28046",mar 2013,2785,6484.28,9269.28,30.05,69.95
"es_otherservices","28046",mar 2013,2785,6484.28,9269.28,30.05,69.95
"es_otherservices","28046",mar 2013,2785,6484.28,9269.28,30.05,69.95
"es_otherservices","28046",mar 2013,2785,6484.28,9269.28,30.05,69.95
"es_otherservices","28046",abr 2013,887,10667.56,11554.56,7.68,92.32
"es_otherservices","28046",abr 2013,887,10667.56,11554.56,7.68,92.32
"es_otherservices","28046",abr 2013,887,10667.56,11554.56,7.68,92.32
"es_otherservices","28046",abr 2013,887,10667.56,11554.56,7.68,92.32
"es_otherservices","28046",abr 2013,887,10667.56,11554.56,7.68,92.32
"es_otherservices","28046",abr 2013,887,10667.56,11554.56,7.68,92.32
"es_otherservices","28046",abr 2013,887,10667.56,11554.56,7.68,92.32
"es_otherservices","28046",abr 2013,887,10667.56,11554.56,7.68,92.32
"es_otherservices","28047",nov 2012,6010.79,20523.62,26534.41,22.65,77.35
"es_otherservices","28047",nov 2012,6010.79,20523.62,26534.41,22.65,77.35
"es_otherservices","28047",nov 2012,6010.79,20523.62,26534.41,22.65,77.35
"es_otherservices","28047",nov 2012,6010.79,20523.62,26534.41,22.65,77.35
"es_otherservices","28047",nov 2012,6010.79,20523.62,26534.41,22.65,77.35
"es_otherservices","28047",nov 2012,6010.79,20523.62,26534.41,22.65,77.35
"es_otherservices","28047",nov 2012,6010.79,20523.62,26534.41,22.65,77.35
"es_otherservices","28047",nov 2012,6010.79,20523.62,26534.41,22.65,77.35
"es_otherservices","28047",dic 2012,7118.11,22760.27,29878.38,23.82,76.18
"es_otherservices","28047",dic 2012,7118.11,22760.27,29878.38,23.82,76.18
"es_otherservices","28047",dic 2012,7118.11,22760.27,29878.38,23.82,76.18
"es_otherservices","28047",dic 2012,7118.11,22760.27,29878.38,23.82,76.18
"es_otherservices","28047",dic 2012,7118.11,22760.27,29878.38,23.82,76.18
"es_otherservices","28047",dic 2012,7118.11,22760.27,29878.38,23.82,76.18
"es_otherservices","28047",dic 2012,7118.11,22760.27,29878.38,23.82,76.18
"es_otherservices","28047",dic 2012,7118.11,22760.27,29878.38,23.82,76.18
"es_otherservices","28047",ene 2013,6718.18,26606.28,33324.46,20.16,79.84
"es_otherservices","28047",ene 2013,6718.18,26606.28,33324.46,20.16,79.84
"es_otherservices","28047",ene 2013,6718.18,26606.28,33324.46,20.16,79.84
"es_otherservices","28047",ene 2013,6718.18,26606.28,33324.46,20.16,79.84
"es_otherservices","28047",ene 2013,6718.18,26606.28,33324.46,20.16,79.84
"es_otherservices","28047",ene 2013,6718.18,26606.28,33324.46,20.16,79.84
"es_otherservices","28047",ene 2013,6718.18,26606.28,33324.46,20.16,79.84
"es_otherservices","28047",ene 2013,6718.18,26606.28,33324.46,20.16,79.84
"es_otherservices","28047",feb 2013,8754.7,20755.72,29510.42,29.67,70.33
"es_otherservices","28047",feb 2013,8754.7,20755.72,29510.42,29.67,70.33
"es_otherservices","28047",feb 2013,8754.7,20755.72,29510.42,29.67,70.33
"es_otherservices","28047",feb 2013,8754.7,20755.72,29510.42,29.67,70.33
"es_otherservices","28047",feb 2013,8754.7,20755.72,29510.42,29.67,70.33
"es_otherservices","28047",feb 2013,8754.7,20755.72,29510.42,29.67,70.33
"es_otherservices","28047",feb 2013,8754.7,20755.72,29510.42,29.67,70.33
"es_otherservices","28047",feb 2013,8754.7,20755.72,29510.42,29.67,70.33
"es_otherservices","28047",mar 2013,8151.81,20910.64,29062.45,28.05,71.95
"es_otherservices","28047",mar 2013,8151.81,20910.64,29062.45,28.05,71.95
"es_otherservices","28047",mar 2013,8151.81,20910.64,29062.45,28.05,71.95
"es_otherservices","28047",mar 2013,8151.81,20910.64,29062.45,28.05,71.95
"es_otherservices","28047",mar 2013,8151.81,20910.64,29062.45,28.05,71.95
"es_otherservices","28047",mar 2013,8151.81,20910.64,29062.45,28.05,71.95
"es_otherservices","28047",mar 2013,8151.81,20910.64,29062.45,28.05,71.95
"es_otherservices","28047",mar 2013,8151.81,20910.64,29062.45,28.05,71.95
"es_otherservices","28047",abr 2013,10252.3,29124.79,39377.09,26.04,73.96
"es_otherservices","28047",abr 2013,10252.3,29124.79,39377.09,26.04,73.96
"es_otherservices","28047",abr 2013,10252.3,29124.79,39377.09,26.04,73.96
"es_otherservices","28047",abr 2013,10252.3,29124.79,39377.09,26.04,73.96
"es_otherservices","28047",abr 2013,10252.3,29124.79,39377.09,26.04,73.96
"es_otherservices","28047",abr 2013,10252.3,29124.79,39377.09,26.04,73.96
"es_otherservices","28047",abr 2013,10252.3,29124.79,39377.09,26.04,73.96
"es_otherservices","28047",abr 2013,10252.3,29124.79,39377.09,26.04,73.96
"es_otherservices","28048",nov 2012,0,1539.19,1539.19,0,100
"es_otherservices","28048",nov 2012,0,1539.19,1539.19,0,100
"es_otherservices","28048",nov 2012,0,1539.19,1539.19,0,100
"es_otherservices","28048",nov 2012,0,1539.19,1539.19,0,100
"es_otherservices","28048",dic 2012,0,1060.53,1060.53,0,100
"es_otherservices","28048",dic 2012,0,1060.53,1060.53,0,100
"es_otherservices","28048",dic 2012,0,1060.53,1060.53,0,100
"es_otherservices","28048",dic 2012,0,1060.53,1060.53,0,100
"es_otherservices","28048",ene 2013,0,1111.93,1111.93,0,100
"es_otherservices","28048",ene 2013,0,1111.93,1111.93,0,100
"es_otherservices","28048",ene 2013,0,1111.93,1111.93,0,100
"es_otherservices","28048",ene 2013,0,1111.93,1111.93,0,100
"es_otherservices","28048",feb 2013,0,219.63,219.63,0,100
"es_otherservices","28048",feb 2013,0,219.63,219.63,0,100
"es_otherservices","28048",feb 2013,0,219.63,219.63,0,100
"es_otherservices","28048",feb 2013,0,219.63,219.63,0,100
"es_otherservices","28048",mar 2013,0,764.51,764.51,0,100
"es_otherservices","28048",mar 2013,0,764.51,764.51,0,100
"es_otherservices","28048",mar 2013,0,764.51,764.51,0,100
"es_otherservices","28048",mar 2013,0,764.51,764.51,0,100
"es_otherservices","28048",abr 2013,0,436.03,436.03,0,100
"es_otherservices","28048",abr 2013,0,436.03,436.03,0,100
"es_otherservices","28048",abr 2013,0,436.03,436.03,0,100
"es_otherservices","28048",abr 2013,0,436.03,436.03,0,100
"es_otherservices","28049",nov 2012,1595.14,6940.83,8535.97,18.69,81.31
"es_otherservices","28049",nov 2012,1595.14,6940.83,8535.97,18.69,81.31
"es_otherservices","28049",nov 2012,1595.14,6940.83,8535.97,18.69,81.31
"es_otherservices","28049",nov 2012,1595.14,6940.83,8535.97,18.69,81.31
"es_otherservices","28049",nov 2012,1595.14,6940.83,8535.97,18.69,81.31
"es_otherservices","28049",nov 2012,1595.14,6940.83,8535.97,18.69,81.31
"es_otherservices","28049",nov 2012,1595.14,6940.83,8535.97,18.69,81.31
"es_otherservices","28049",nov 2012,1595.14,6940.83,8535.97,18.69,81.31
"es_otherservices","28049",dic 2012,1368.98,6830.48,8199.46,16.7,83.3
"es_otherservices","28049",dic 2012,1368.98,6830.48,8199.46,16.7,83.3
"es_otherservices","28049",dic 2012,1368.98,6830.48,8199.46,16.7,83.3
"es_otherservices","28049",dic 2012,1368.98,6830.48,8199.46,16.7,83.3
"es_otherservices","28049",dic 2012,1368.98,6830.48,8199.46,16.7,83.3
"es_otherservices","28049",dic 2012,1368.98,6830.48,8199.46,16.7,83.3
"es_otherservices","28049",dic 2012,1368.98,6830.48,8199.46,16.7,83.3
"es_otherservices","28049",dic 2012,1368.98,6830.48,8199.46,16.7,83.3
"es_otherservices","28049",ene 2013,994.41,5590.64,6585.05,15.1,84.9
"es_otherservices","28049",ene 2013,994.41,5590.64,6585.05,15.1,84.9
"es_otherservices","28049",ene 2013,994.41,5590.64,6585.05,15.1,84.9
"es_otherservices","28049",ene 2013,994.41,5590.64,6585.05,15.1,84.9
"es_otherservices","28049",ene 2013,994.41,5590.64,6585.05,15.1,84.9
"es_otherservices","28049",ene 2013,994.41,5590.64,6585.05,15.1,84.9
"es_otherservices","28049",ene 2013,994.41,5590.64,6585.05,15.1,84.9
"es_otherservices","28049",ene 2013,994.41,5590.64,6585.05,15.1,84.9
"es_otherservices","28049",feb 2013,720.95,7177,7897.95,9.13,90.87
"es_otherservices","28049",feb 2013,720.95,7177,7897.95,9.13,90.87
"es_otherservices","28049",feb 2013,720.95,7177,7897.95,9.13,90.87
"es_otherservices","28049",feb 2013,720.95,7177,7897.95,9.13,90.87
"es_otherservices","28049",feb 2013,720.95,7177,7897.95,9.13,90.87
"es_otherservices","28049",feb 2013,720.95,7177,7897.95,9.13,90.87
"es_otherservices","28049",feb 2013,720.95,7177,7897.95,9.13,90.87
"es_otherservices","28049",feb 2013,720.95,7177,7897.95,9.13,90.87
